岗位名称,公司名称,薪资,所在城市,工作经验,最低薪资,最高薪资,学历,企业性质,公司规模,最高工作经验,省市,平均薪资,公司最低规模,最低工作经验,招聘人数
大数据营销,山东隆众信息技术有限公司,3千-6千,淄博-临淄区,不限,3000,6000,中专/中技,民营 ,1000-9999人 ,20,山东,4500,1000,20,5
大数据会计,青岛很行创意文化传媒有限公司,6千-1万,青岛-市北,不限,6000,1000,大专,其它 ,20人以下 ,20,山东,3500,20,20,15
大数据讲师,青软创新科技集团股份有限公司,1.3万-1.8万,青岛-黄岛,3-5年,13000,18000,本科,民营 ,500-999人 ,5,山东,15500,500,3,1
大数据销售,环球慧思数据技术有限公司,7千-1.3万,青岛,不限,7000,13000,本科,股份制企业 ,300-499人 ,20,山东,10000,300,20,5
大数据讲师,青岛蓝波湾教育科技有限公司,8千-1.6万,青岛-李沧,3-5年,8000,16000,本科,民营 ,100-299人 ,5,山东,12000,100,3,1
大数据分析,济南奥维信息科技有限公司,8千-1.2万,济南-市中,1-3年,8000,12000,本科,股份制企业 ,100-299人 ,3,山东,10000,100,1,3
大数据分析,山东德能物联科技有限公司,9千-1.2万,济南-市中,1-3年,9000,12000,本科,民营 ,20-99人 ,3,山东,10500,20,1,3
大数据分析师助理,北京先烽科技有限公司,8千-1.2万,泰安-泰山区,不限,8000,12000,大专,民营 ,20-99人 ,20,山东,10000,20,20,5
大数据开发实习生,南京卓颢达信息科技有限公司,4千-6千,潍坊-奎文,不限,4000,6000,大专,其它 ,20-99人 ,20,山东,5000,20,20,2
大数据运维工程师,山东高薪网络科技有限公司,7千-1.4万,济南-历城,1-3年,7000,14000,大专,民营 ,20人以下 ,3,山东,10500,20,1,2
2023届大学生（大数据开发岗）(J10319),潍柴雷沃智慧农业科技股份有限公司,1万-2万,潍坊,不限,1000,2000,本科,国企 ,1000-9999人 ,20,山东,1500,1000,20,1
外企ETL工程师（双休/不加班）,优创（青岛）数据技术有限公司,7千-9千,青岛-市南,1-3年,7000,9000,本科,外商独资 ,20-99人 ,3,山东,8000,20,1,1
大数据分析师,北京旋动商贸有限公司,8千-1.2万,青岛-市南,不限,8000,12000,大专,民营 ,20-99人 ,20,山东,10000,20,20,5
大数据分析+实习,青岛信云巢信息技术有限公司,6千-1万,青岛,不限,6000,1000,大专,民营 ,20-99人 ,20,山东,3500,20,20,4
大数据分析师助理,北京环丁扬冠科技有限公司,8千-1.2万,青岛-市北,不限,8000,12000,大专,民营 ,20-99人 ,20,山东,10000,20,20,5
大数据分析师,北京先烽科技有限公司,9千-1.5万,潍坊-奎文,不限,9000,15000,大专,民营 ,20-99人 ,20,山东,12000,20,20,6
软件开发--大数据开发,烟台红海人力资源有限公司,6千-9千,烟台-福山,不限,6000,9000,本科,民营 ,500-999人 ,20,山东,7500,500,20,1
大数据开发工程师+双休+五险一金,北京九州大业科技有限公司,1.3万-1.7万,济南-历下,3-5年,13000,17000,本科,民营 ,20-99人 ,5,山东,15000,20,3,1
金融大数据分析师,北京先烽科技有限公司,8千-1.2万,滨州-滨城区,不限,8000,12000,大专,民营 ,20-99人 ,20,山东,10000,20,20,6
大数据实习生,南京巨英数据科技有限公司,3千-5千,临沂-兰山,不限,3000,5000,大专,民营 ,100-299人 ,20,山东,4000,100,20,1
大数据销售（保税区）,山东隆众信息技术有限公司青岛分公司,8千-1.6万,青岛-黄岛,1-3年,8000,16000,大专,民营 ,1000-9999人 ,3,山东,12000,1000,1,10
高薪诚聘14薪大数据工程师,海博科技,1.2万-2万,青岛-市北,3-5年,12000,2000,本科,股份制企业 ,100-299人 ,5,山东,7000,100,3,1
大数据分析师,北京先烽科技有限公司,9千-1.5万,济南-历下,不限,9000,15000,大专,民营 ,20-99人 ,20,山东,12000,20,20,6
大数据分析实习生,南京巨英数据科技有限公司,5千-8千,临沂-兰山,不限,5000,8000,大专,民营 ,100-299人 ,20,山东,6500,100,20,2
大数据开发工程师+周末双休十三薪,山东卫宇软件科技有限公司,1.2万-1.5万,济南-历城,不限,12000,15000,大专,股份制企业 ,100-299人 ,20,山东,13500,100,20,1
大数据学院教师岗,泰山科技学院,6千-8千,泰安,不限,6000,8000,硕士,学校/下级学院 ,10000人以上 ,20,山东,7000,10000,20,15
大数据开发（可实习）,山东明秀网络科技有限公司,4千-5千,济南-市中,不限,4000,5000,大专,股份制企业 ,100-299人 ,20,山东,4500,100,20,0
大数据分析师,青岛蓝鼎网络科技有限公司,5千-8千,青岛-市北,不限,5000,8000,学历不限,民营 ,100-299人 ,20,山东,6500,100,20,6
大数据分析师,山东睿盛金融科技有限公司,6千-1万,青岛-市北,不限,6000,1000,大专,民营 ,20-99人 ,20,山东,3500,20,20,20
数据统计分析,北京环丁扬冠科技有限公司,8千-1万,青岛-市南,不限,8000,1000,大专,民营 ,20-99人 ,20,山东,4500,20,20,5
大数据分析师,北京先烽科技有限公司,9千-1.5万,烟台-莱山,不限,9000,15000,大专,民营 ,20-99人 ,20,山东,12000,20,20,6
